"uri","answering body","answer > is ministerial correction","answer > date of answer","answer > answer text","answer > answering member constituency","answer > answering member printed","answer > grouped question UIN","answer > question first answered","answer > uri","answer > answering member","answer > answering member > uri","answer > uri","answer > attachment > file name","answer > attachment > title","answer > uri","answer > previous answer version > answering member constituency","answer > previous answer version > answering member printed","answer > previous answer version > uri","answer > previous answer version > answering member > label","answering dept id","answering dept short name","answering dept sort name","date","hansard heading","house id","legislature > pref label","question text","registered interest","tabling member","tabling member > uri","tabling member constituency","tabling member printed","uin"
"http://data.parliament.uk/resources/1721784","Treasury","false","2024-07-22","<p>The National Insurance contributions (NICs) relief for veterans means that businesses pay no employer NICs on salaries of up to £50,270 for one year of a veteran's first civilian employment. Businesses can claim the relief until April 2025.</p>","Ealing North","James Murray",,"2024-07-22T13:24:27.45Z","http://data.parliament.uk/resources/1721784/answer","Biography information for James Murray","http://data.parliament.uk/members/4797","http://data.parliament.uk/resources/1721784/answer",,,"http://data.parliament.uk/resources/1721784/answer",,,,,"14","Treasury","Treasury","2024-07-17","Employment: Veterans","1","House of Commons","To ask the Chancellor of the Exchequer, whether it is her policy to provide National Insurance relief for eligible employers recruiting veterans in their first civilian role after leaving military service.","false","Biography information for Andrew Bowie","http://data.parliament.uk/members/4601","West Aberdeenshire and Kincardine","Andrew Bowie","499"
"http://data.parliament.uk/resources/1721794","Department of Health and Social Care","false","2024-07-23","<p>The Department of Health and Social Care has regular discussions with the Ministry of Housing, Communities and Local Government on adult social care funding, and the commissioning of adult social care services. The Department will continue to work closely with the Ministry of Housing, Communities and Local Government to understand the impact of cost and demand pressures on service delivery and budgets, and to align our approaches, support improvement, and ensure people are at the centre of care decisions.</p>","Aberafan Maesteg","Stephen Kinnock",,"2024-07-23T16:22:43.333Z","http://data.parliament.uk/resources/1721794/answer","Biography information for Stephen Kinnock","http://data.parliament.uk/members/4359","http://data.parliament.uk/resources/1721794/answer",,,"http://data.parliament.uk/resources/1721794/answer",,,,,"17","Health and Social Care","Health and Social Care","2024-07-17","Social Services: Finance","1","House of Commons","To ask the Secretary of State for Health and Social Care, what discussions his Department plans to have with the Ministry of Housing, Communities and Local Government on the (a) funding and (b) commissioning of adult social care services.","false","Biography information for Paula Barker","http://data.parliament.uk/members/4828","Liverpool Wavertree","Paula Barker","509"
"http://data.parliament.uk/resources/1721799","Department for Energy Security and Net Zero","false","2024-07-22","<p>The Department does not collect revenue data for power stations and has not made an estimate. Revenue estimates are within the remit of the private company that owns the power station.</p>","Rutherglen","Michael Shanks",,"2024-07-22T16:12:00.747Z","http://data.parliament.uk/resources/1721799/answer","Biography information for Michael Shanks","http://data.parliament.uk/members/4998","http://data.parliament.uk/resources/1721799/answer",,,"http://data.parliament.uk/resources/1721799/answer",,,,,"215","Energy Security and Net Zero","Energy Security and Net Zero","2024-07-17","Maentwrog Power Station","1","House of Commons","To ask the Secretary of State for Energy Security and Net Zero, what recent estimate he has made of how much net revenue the Maentwrog hydro-electric power station generated in each of the last five years.","false","Biography information for Liz Saville Roberts","http://data.parliament.uk/members/4521","Dwyfor Meirionnydd","Liz Saville Roberts","514"
"http://data.parliament.uk/resources/1721808","Department of Health and Social Care","false","2024-07-23","<p>Local authorities are best placed to understand and plan for the needs of their population, which is why under the Care Act 2014, local authorities are tasked with the duty to shape their care market to meet the diverse needs of all local people. This includes planning the balance of services which should be directly provided by the local authority, or commissioned from external care providers.</p>","Aberafan Maesteg","Stephen Kinnock",,"2024-07-23T16:29:08.81Z","http://data.parliament.uk/resources/1721808/answer","Biography information for Stephen Kinnock","http://data.parliament.uk/members/4359","http://data.parliament.uk/resources/1721808/answer",,,"http://data.parliament.uk/resources/1721808/answer",,,,,"17","Health and Social Care","Health and Social Care","2024-07-17","Social Services","1","House of Commons","To ask the Secretary of State for Health and Social Care, what his Department's policy is on local authority insourcing of adult social care services.","false","Biography information for Paula Barker","http://data.parliament.uk/members/4828","Liverpool Wavertree","Paula Barker","523"
"http://data.parliament.uk/resources/1721810","Foreign, Commonwealth and Development Office","false","2024-07-23","<p>The people of Gaza face a humanitarian catastrophe. There is a high risk of famine across Gaza and more than 4 in every 5 people have been forced to flee their homes. During the Foreign Secretary's visit to Israel on 14-15 July he made clear to Prime Minister Netanyahu and other interlocutors that Israel must meet its commitment to &quot;flood Gaza with aid&quot;. To further help those in need, the Foreign Secretary announced on 19 July that the UK will restart funding to UNRWA, and provide £21 million to support lifesaving work, including the provision of emergency food.</p>","Lincoln","Mr Hamish Falconer",,"2024-07-23T11:29:40.47Z","http://data.parliament.uk/resources/1721810/answer","5148","http://data.parliament.uk/members/5148","http://data.parliament.uk/resources/1721810/answer",,,"http://data.parliament.uk/resources/1721810/answer",,,,,"208","Foreign, Commonwealth and Development Office","Foreign, Commonwealth and Development Office","2024-07-17","Gaza: Humanitarian Situation","1","House of Commons","To ask the Secretary of State for Foreign, Commonwealth and Development Affairs, what assessment his Department has made of the implications for his policies of the famine in Gaza.","false","Biography information for Paula Barker","http://data.parliament.uk/members/4828","Liverpool Wavertree","Paula Barker","525"
"http://data.parliament.uk/resources/1721811","Foreign, Commonwealth and Development Office","false","2024-07-23","<p>During the Foreign Secretary's visit on 14 July to Israel and the Occupied Palestinian Territories he emphasised the need for a credible and irreversible pathway towards a two-state solution in meetings with Prime Minister Netanyahu and Foreign Minister Katz.</p><p>Palestinian statehood is the inalienable right of the Palestinian people. The UK is committed to recognising a Palestinian state at a time that is most conducive to the peace process, with a safe and secure Israel alongside a viable and sovereign Palestinian state.</p>","Lincoln","Mr Hamish Falconer",,"2024-07-23T11:32:56.63Z","http://data.parliament.uk/resources/1721811/answer","5148","http://data.parliament.uk/members/5148","http://data.parliament.uk/resources/1721811/answer",,,"http://data.parliament.uk/resources/1721811/answer",,,,,"208","Foreign, Commonwealth and Development Office","Foreign, Commonwealth and Development Office","2024-07-17","Palestinians: Recognition of States","1","House of Commons","To ask the Secretary of State for Foreign, Commonwealth and Development Affairs, if he will have discussions with his Israeli counterpart on the potential UK recognition of a Palestinian state.","false","Biography information for Paula Barker","http://data.parliament.uk/members/4828","Liverpool Wavertree","Paula Barker","526"
"http://data.parliament.uk/resources/1721812","Foreign, Commonwealth and Development Office","false","2024-07-23","<p>The UK's position on settlements is clear. They are illegal under international law, present an obstacle to peace, and threaten the physical viability of a two-state solution. The Foreign Secretary raised this with Prime Minister Netanyahu and President Herzog during his visit to Israel and the OPTs on 14-15 July.</p><p>He stressed the UK's ambition and commitment to play its full diplomatic role in securing a ceasefire deal and creating the space for a credible and irreversible pathway towards a two-state solution. Central to lasting peace and stability is an end to expanding illegal Israeli settlements and rising settler violence in the West Bank.</p>","Lincoln","Mr Hamish Falconer",,"2024-07-23T11:28:11.467Z","http://data.parliament.uk/resources/1721812/answer","5148","http://data.parliament.uk/members/5148","http://data.parliament.uk/resources/1721812/answer",,,"http://data.parliament.uk/resources/1721812/answer",,,,,"208","Foreign, Commonwealth and Development Office","Foreign, Commonwealth and Development Office","2024-07-17","Israeli Settlements","1","House of Commons","To ask the Secretary of State for Foreign, Commonwealth and Development Affairs, what discussions his Department has had with his Israel counterparts on illegal settlements in the West Bank.","false","Biography information for Paula Barker","http://data.parliament.uk/members/4828","Liverpool Wavertree","Paula Barker","527"
"http://data.parliament.uk/resources/1721813","Department for Business and Trade","false","2024-07-22","<p>The Employment Equality (Repeal of Retirement Age Provisions) Regulations 2011 prohibited compulsory retirement taking place unless it could be objectively justified.</p><p>Compulsory retirement ages in the current Police pension scheme were removed with the introduction of the 2015 Police pension scheme. Compulsory retirement ages for Firefighters were removed more than 10 years ago.</p><p>Nothing in the private pension system sets a mandatory retirement age in the private sector. The Normal Minimum Pension Age (NMPA) sets the earliest point at which you can access your private pension without facing an unauthorised payments charge (except in cases of serious ill health).</p>","Ellesmere Port and Bromborough","Justin Madders",,"2024-07-22T16:59:25.733Z","http://data.parliament.uk/resources/1721813/answer","Biography information for Justin Madders","http://data.parliament.uk/members/4418","http://data.parliament.uk/resources/1721813/answer",,,"http://data.parliament.uk/resources/1721813/answer",,,,,"214","Business and Trade","Business and Trade","2024-07-17","Retirement","1","House of Commons","To ask the Secretary of State for Business and Trade, what compulsory retirement ages exist in the private sector; what changes have been made to compulsory retirement ages in the public sector in the last ten years; and whether the Government plans to (a) introduce and (b) change mandatory retirement ages in the private sector.","false","Biography information for Mr Richard Holden","http://data.parliament.uk/members/4813","Basildon and Billericay","Mr Richard Holden","528"
"http://data.parliament.uk/resources/1721817","Department of Health and Social Care","false","2024-07-22","<p>The Department is responsible for healthcare in England. In Northern Ireland, health is a transferred matter, and for Scotland and Wales, health is a devolved matter. The Government has not yet made a formal assessment on a cancer plan for children and young people, or a United Kingdom-wide cancer needs delivery group. However, as part of the Department’s work to improve the experience and outcomes for children and young people with cancer in England, Department officials have previously undertaken some engagement work with stakeholders across the cancer sector to gain a further understanding of the unique needs and challenges for children and young people with cancer in England. This engagement included exploring key issues in relation to detection and diagnosis, genomic testing and treatment, and research and innovation. While the initial focus has been on children and young people’s cancer services in England, the Department is keen to expand collaboration in order to benefit children and young people’s cancer outcomes as widely as possible.</p><p>Department officials regularly meet with counterparts from other Government departments and the devolved administrations, to support research and access to clinical trials across the UK. The Department is committed to ensuring clinical trials are people-centred and more accessible, including for children and young people. This will involve making it easier for patients, service users, and members of the public across the UK to access and participate in research, if they want to. Our aim is to lead the world in clinical trials and ensure that all patients, their families, and their carers are empowered to directly and proactively explore research opportunities, and to make informed decisions about participating in research.</p><p>At this stage the Department has not made a formal assessment of the adequacy of support for travel for young cancer patients, including schemes for young cancer patients from Northern Ireland travelling to receive treatment in England, or the merits of establishing a UK-wide travel fund. NHS England and the integrated care boards are responsible for commissioning and ensuring the healthcare needs of local communities are met, including providing support for travel. The National Health Service runs schemes in England to provide financial assistance for travel to a hospital or other NHS premises for specialist NHS treatment or diagnostics tests, when referred by a doctor or other primary healthcare professional. The Healthcare Travel Costs Scheme (HTCS) provides financial assistance to patients in England who do not have a medical need for transport, but who require assistance with the costs of travelling to receive certain NHS services. Patients who do not qualify for the HTCS and are on a low income may be able to claim the costs from the Department for Work and Pensions through Universal Credit or Personal Independence Payment.</p>","Gorton and Denton","Andrew Gwynne","533 ; 534 ; 535","2024-07-22T09:00:58.893Z","http://data.parliament.uk/resources/1721817/answer","Biography information for Andrew Gwynne","http://data.parliament.uk/members/1506","http://data.parliament.uk/resources/1721817/answer",,,"http://data.parliament.uk/resources/1721817/answer",,,,,"17","Health and Social Care","Health and Social Care","2024-07-17","Out of Area Treatment: Northern Ireland","1","House of Commons","To ask the Secretary of State for Health and Social Care, whether he has had discussions with Cabinet colleagues on (a) the adequacy of current travel costs support schemes for young cancer patients from Northern Ireland travelling to receive treatment in England and (b) the potential merits of establishing a UK-wide Travel Fund for young cancer patients to support with the cost of travel to attend specialist treatment across the UK.","false","5125","http://data.parliament.uk/members/5125","Lagan Valley","Sorcha Eastwood","532"
"http://data.parliament.uk/resources/1721818","Department of Health and Social Care","false","2024-07-22","<p>The Department is responsible for healthcare in England. In Northern Ireland, health is a transferred matter, and for Scotland and Wales, health is a devolved matter. The Government has not yet made a formal assessment on a cancer plan for children and young people, or a United Kingdom-wide cancer needs delivery group. However, as part of the Department’s work to improve the experience and outcomes for children and young people with cancer in England, Department officials have previously undertaken some engagement work with stakeholders across the cancer sector to gain a further understanding of the unique needs and challenges for children and young people with cancer in England. This engagement included exploring key issues in relation to detection and diagnosis, genomic testing and treatment, and research and innovation. While the initial focus has been on children and young people’s cancer services in England, the Department is keen to expand collaboration in order to benefit children and young people’s cancer outcomes as widely as possible.</p><p>Department officials regularly meet with counterparts from other Government departments and the devolved administrations, to support research and access to clinical trials across the UK. The Department is committed to ensuring clinical trials are people-centred and more accessible, including for children and young people. This will involve making it easier for patients, service users, and members of the public across the UK to access and participate in research, if they want to. Our aim is to lead the world in clinical trials and ensure that all patients, their families, and their carers are empowered to directly and proactively explore research opportunities, and to make informed decisions about participating in research.</p><p>At this stage the Department has not made a formal assessment of the adequacy of support for travel for young cancer patients, including schemes for young cancer patients from Northern Ireland travelling to receive treatment in England, or the merits of establishing a UK-wide travel fund. NHS England and the integrated care boards are responsible for commissioning and ensuring the healthcare needs of local communities are met, including providing support for travel. The National Health Service runs schemes in England to provide financial assistance for travel to a hospital or other NHS premises for specialist NHS treatment or diagnostics tests, when referred by a doctor or other primary healthcare professional. The Healthcare Travel Costs Scheme (HTCS) provides financial assistance to patients in England who do not have a medical need for transport, but who require assistance with the costs of travelling to receive certain NHS services. Patients who do not qualify for the HTCS and are on a low income may be able to claim the costs from the Department for Work and Pensions through Universal Credit or Personal Independence Payment.</p>","Gorton and Denton","Andrew Gwynne","532 ; 534 ; 535","2024-07-22T09:00:58.923Z","http://data.parliament.uk/resources/1721818/answer","Biography information for Andrew Gwynne","http://data.parliament.uk/members/1506","http://data.parliament.uk/resources/1721818/answer",,,"http://data.parliament.uk/resources/1721818/answer",,,,,"17","Health and Social Care","Health and Social Care","2024-07-17","Cancer: Children and Young People","1","House of Commons","To ask the Secretary of State for Health and Social Care, with reference to the report by Young Lives vs Cancer entitled Running on Empty: Research exploring the costs young cancer patients and their families face travelling for treatment, published in June 2023, if he will make an assessment of the (a) adequacy of travel cost support schemes for young cancer patients and (b) the potential merits of establishing a UK-wide travel fund for young cancer patients.","false","5125","http://data.parliament.uk/members/5125","Lagan Valley","Sorcha Eastwood","533"
"http://data.parliament.uk/resources/1721819","Department of Health and Social Care","false","2024-07-22","<p>The Department is responsible for healthcare in England. In Northern Ireland, health is a transferred matter, and for Scotland and Wales, health is a devolved matter. The Government has not yet made a formal assessment on a cancer plan for children and young people, or a United Kingdom-wide cancer needs delivery group. However, as part of the Department’s work to improve the experience and outcomes for children and young people with cancer in England, Department officials have previously undertaken some engagement work with stakeholders across the cancer sector to gain a further understanding of the unique needs and challenges for children and young people with cancer in England. This engagement included exploring key issues in relation to detection and diagnosis, genomic testing and treatment, and research and innovation. While the initial focus has been on children and young people’s cancer services in England, the Department is keen to expand collaboration in order to benefit children and young people’s cancer outcomes as widely as possible.</p><p>Department officials regularly meet with counterparts from other Government departments and the devolved administrations, to support research and access to clinical trials across the UK. The Department is committed to ensuring clinical trials are people-centred and more accessible, including for children and young people. This will involve making it easier for patients, service users, and members of the public across the UK to access and participate in research, if they want to. Our aim is to lead the world in clinical trials and ensure that all patients, their families, and their carers are empowered to directly and proactively explore research opportunities, and to make informed decisions about participating in research.</p><p>At this stage the Department has not made a formal assessment of the adequacy of support for travel for young cancer patients, including schemes for young cancer patients from Northern Ireland travelling to receive treatment in England, or the merits of establishing a UK-wide travel fund. NHS England and the integrated care boards are responsible for commissioning and ensuring the healthcare needs of local communities are met, including providing support for travel. The National Health Service runs schemes in England to provide financial assistance for travel to a hospital or other NHS premises for specialist NHS treatment or diagnostics tests, when referred by a doctor or other primary healthcare professional. The Healthcare Travel Costs Scheme (HTCS) provides financial assistance to patients in England who do not have a medical need for transport, but who require assistance with the costs of travelling to receive certain NHS services. Patients who do not qualify for the HTCS and are on a low income may be able to claim the costs from the Department for Work and Pensions through Universal Credit or Personal Independence Payment.</p>","Gorton and Denton","Andrew Gwynne","532 ; 533 ; 535","2024-07-22T09:00:58.83Z","http://data.parliament.uk/resources/1721819/answer","Biography information for Andrew Gwynne","http://data.parliament.uk/members/1506","http://data.parliament.uk/resources/1721819/answer",,,"http://data.parliament.uk/resources/1721819/answer",,,,,"17","Health and Social Care","Health and Social Care","2024-07-17","Cancer: Children and Young People","1","House of Commons","To ask the Secretary of State for Health and Social Care, what steps his Department is taking to ensure a whole-UK approach to addressing the unique needs of all children and young people with cancer; if he will establish a dedicated cross-UK group to deliver on these needs; and if he will take steps to bring forward a cancer plan for children and young people.","false","5125","http://data.parliament.uk/members/5125","Lagan Valley","Sorcha Eastwood","534"
"http://data.parliament.uk/resources/1721820","Department of Health and Social Care","false","2024-07-22","<p>The Department is responsible for healthcare in England. In Northern Ireland, health is a transferred matter, and for Scotland and Wales, health is a devolved matter. The Government has not yet made a formal assessment on a cancer plan for children and young people, or a United Kingdom-wide cancer needs delivery group. However, as part of the Department’s work to improve the experience and outcomes for children and young people with cancer in England, Department officials have previously undertaken some engagement work with stakeholders across the cancer sector to gain a further understanding of the unique needs and challenges for children and young people with cancer in England. This engagement included exploring key issues in relation to detection and diagnosis, genomic testing and treatment, and research and innovation. While the initial focus has been on children and young people’s cancer services in England, the Department is keen to expand collaboration in order to benefit children and young people’s cancer outcomes as widely as possible.</p><p>Department officials regularly meet with counterparts from other Government departments and the devolved administrations, to support research and access to clinical trials across the UK. The Department is committed to ensuring clinical trials are people-centred and more accessible, including for children and young people. This will involve making it easier for patients, service users, and members of the public across the UK to access and participate in research, if they want to. Our aim is to lead the world in clinical trials and ensure that all patients, their families, and their carers are empowered to directly and proactively explore research opportunities, and to make informed decisions about participating in research.</p><p>At this stage the Department has not made a formal assessment of the adequacy of support for travel for young cancer patients, including schemes for young cancer patients from Northern Ireland travelling to receive treatment in England, or the merits of establishing a UK-wide travel fund. NHS England and the integrated care boards are responsible for commissioning and ensuring the healthcare needs of local communities are met, including providing support for travel. The National Health Service runs schemes in England to provide financial assistance for travel to a hospital or other NHS premises for specialist NHS treatment or diagnostics tests, when referred by a doctor or other primary healthcare professional. The Healthcare Travel Costs Scheme (HTCS) provides financial assistance to patients in England who do not have a medical need for transport, but who require assistance with the costs of travelling to receive certain NHS services. Patients who do not qualify for the HTCS and are on a low income may be able to claim the costs from the Department for Work and Pensions through Universal Credit or Personal Independence Payment.</p>","Gorton and Denton","Andrew Gwynne","532 ; 533 ; 534","2024-07-22T09:00:58.97Z","http://data.parliament.uk/resources/1721820/answer","Biography information for Andrew Gwynne","http://data.parliament.uk/members/1506","http://data.parliament.uk/resources/1721820/answer",,,"http://data.parliament.uk/resources/1721820/answer",,,,,"17","Health and Social Care","Health and Social Care","2024-07-17","Health Services: Children and Young People","1","House of Commons","To ask the Secretary of State for Health and Social Care, what discussions he has had with his counterparts in the devolved Administrations on ensuring that all children and young people are enabled to (a) participate in research and (b) access clinical trials, where appropriate to support their treatment and care.","false","5125","http://data.parliament.uk/members/5125","Lagan Valley","Sorcha Eastwood","535"
"http://data.parliament.uk/resources/1721828","Home Office","false","2024-07-22","<p>The Government is determined to secure a ceasefire in Gaza, rapidly increase aid, and the return of all hostages. The government is keeping all existing pathways under review in response to events.</p><p> </p><p>We are assisting British nationals and other eligible people to leave Gaza, liaising closely with the Israeli and Egyptian authorities.</p><p> </p><p>The current position is that Palestinians who wish to join family members in the UK can do so via the existing range of routes available to work, study or join family in the UK.</p><p> </p><p>Any application for a UK visa will be assessed against the requirements of the Immigration Rules. Immediate family members of British citizens and those settled in the UK who wish to come and live in the UK can apply under one of the existing family visa routes.</p>","Feltham and Heston","Seema Malhotra",,"2024-07-22T16:09:00.6Z","http://data.parliament.uk/resources/1721828/answer","Biography information for Seema Malhotra","http://data.parliament.uk/members/4253","http://data.parliament.uk/resources/1721828/answer",,,"http://data.parliament.uk/resources/1721828/answer",,,,,"1","Home Office","Home Office","2024-07-17","Visas: Gaza","1","House of Commons","To ask the Secretary of State for the Home Department, if she will make an assessment of the adequacy of routes available to people in Gaza to join families in the UK.","false","Biography information for Liz Saville Roberts","http://data.parliament.uk/members/4521","Dwyfor Meirionnydd","Liz Saville Roberts","543"
"http://data.parliament.uk/resources/1721829","Home Office","false","2024-07-22","<p>Currently, Palestinians who wish to join family members in the UK can do so via the existing range of routes available.</p><p> </p><p>Any application for a UK visa will be assessed against the requirements of the Immigration Rules. Immediate family members of British citizens and those settled in the UK who wish to come and live in the UK can apply under one of the existing family visa routes.</p><p> </p><p>There are also routes available for dependants of those who are in the UK on a work or student route.</p><p> </p><p>Individuals with protection status or settlement on a protection route may sponsor their partner or child (under 18), to join or stay with them in the UK, providing they formed part of the pre-flight family unit before the sponsor fled their country to seek protection.</p><p> </p><p>When the visa application has been received, consideration will be given to compelling, compassionate and exceptional circumstances.</p>","Feltham and Heston","Seema Malhotra",,"2024-07-22T16:07:26.05Z","http://data.parliament.uk/resources/1721829/answer","Biography information for Seema Malhotra","http://data.parliament.uk/members/4253","http://data.parliament.uk/resources/1721829/answer",,,"http://data.parliament.uk/resources/1721829/answer",,,,,"1","Home Office","Home Office","2024-07-17","Visas: Gaza","1","House of Commons","To ask the Secretary of State for the Home Department, if she will make an assessment of the potential merits of establishing a family reunification visa scheme for people in Gaza.","false","Biography information for Liz Saville Roberts","http://data.parliament.uk/members/4521","Dwyfor Meirionnydd","Liz Saville Roberts","544"
"http://data.parliament.uk/resources/1721830","Department for Work and Pensions","false","2024-07-22","<p>Statistics for the total number of people living in relative and absolute poverty are not available at a constituency level.</p><p> </p><p>Statistics on the total number of people in living in relative and absolute poverty both before and after housing costs at regional level are published annually in the Households Below Average Income statistics <a href="https://www.gov.uk/government/collections/households-below-average-income-hbai--2" target="_blank">Households below average income (HBAI) statistics - GOV.UK (www.gov.uk)</a></p><p> </p><p>Statistics on the number of Children living in absolute and relative poverty per constituency are published annually in the “Children in low income families: local area statistics” publication and can be found in tabs “5_Relative_ParlC” and “6_Absolute_ParlC”. These are only produced on a before housing cost basis.</p><p> </p><p>A link to these statistics can be found here: <a href="https://www.gov.uk/government/statistics/children-in-low-income-families-local-area-statistics-2014-to-2023" target="_blank">Children in low income families: local area statistics 2014 to 2023 - GOV.UK (www.gov.uk)</a></p><p><strong> </strong></p>","Birkenhead","Alison McGovern",,"2024-07-22T13:44:52.037Z","http://data.parliament.uk/resources/1721830/answer","Biography information for Alison McGovern","http://data.parliament.uk/members/4083","http://data.parliament.uk/resources/1721830/answer",,,"http://data.parliament.uk/resources/1721830/answer",,,,,"29","Work and Pensions","Work and Pensions","2024-07-17","Poverty: Cowdenbeath and Kirkcaldy","1","House of Commons","To ask the Secretary of State for Work and Pensions, how many people were living in (a) relative and (b) absolute poverty in Cowdenbeath and Kirkcaldy constituency in each of the last 10 years.","false","5240","http://data.parliament.uk/members/5240","Cowdenbeath and Kirkcaldy","Melanie Ward","545"
"http://data.parliament.uk/resources/1721831","Department for Work and Pensions","false","2024-07-22","<p>The Department for Work and Pensions produces household income statistics on both a before housing costs and after housing costs basis, published in its Households Below Average Income publication. However, these are not available at constituency level: <a href="https://www.gov.uk/government/collections/households-below-average-income-hbai--2" target="_blank">Households below average income (HBAI) statistics - GOV.UK (www.gov.uk)</a></p><p> </p><p>The Office for National Statistics produces household disposable income statistics. However, these are also not available at constituency level. The latest regional gross disposable household income statistics can be found here: <a href="https://www.ons.gov.uk/economy/regionalaccounts/grossdisposablehouseholdincome/bulletins/regionalgrossdisposablehouseholdincomegdhi/1997to2021" target="_blank">Regional gross disposable household income, UK - Office for National Statistics (ons.gov.uk)</a></p>","Birkenhead","Alison McGovern",,"2024-07-22T13:28:47.383Z","http://data.parliament.uk/resources/1721831/answer","Biography information for Alison McGovern","http://data.parliament.uk/members/4083","http://data.parliament.uk/resources/1721831/answer",,,"http://data.parliament.uk/resources/1721831/answer",,,,,"29","Work and Pensions","Work and Pensions","2024-07-17","Disposable Income: Cowdenbeath and Kirkcaldy","1","House of Commons","To ask the Secretary of State for Work and Pensions, what the average disposable income was in Cowdenbeath and Kirkcaldy constituency in each of the last 10 years.","false","5240","http://data.parliament.uk/members/5240","Cowdenbeath and Kirkcaldy","Melanie Ward","546"
"http://data.parliament.uk/resources/1721832","Department for Energy Security and Net Zero","false","2024-07-23","<p>DESNZ has responsibility for the measurement of fuel poverty in England. The latest</p><p>estimates of fuel poverty in England are available here:</p><p> </p><p><a href="https://eur02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.gov.uk%2Fgovernment%2Fcollections%2Ffuel-poverty-statistics&amp;data=05%7C02%7CParliamentary.PQ%40energysecurity.gov.uk%7Ca73ec7b4311e48a1fc9808dcaa52f38d%7Ccbac700502c143ebb497e6492d1b2dd8%7C0%7C0%7C638572520454911515%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C0%7C%7C%7C&amp;sdata=TrQ%2BCy85GbztJ159SptywQh9jDyf851ZX%2BUwLAfoop0%3D&amp;reserved=0" target="_blank">https://www.gov.uk/government/collections/fuel-poverty-statistics</a></p><p> </p><p>Fuel poverty is a devolved matter and different metrics of fuel poverty are used in the Devolved Administrations.</p>","Peckham","Miatta Fahnbulleh",,"2024-07-23T06:26:54.43Z","http://data.parliament.uk/resources/1721832/answer","5099","http://data.parliament.uk/members/5099","http://data.parliament.uk/resources/1721832/answer",,,"http://data.parliament.uk/resources/1721832/answer",,,,,"215","Energy Security and Net Zero","Energy Security and Net Zero","2024-07-17","Fuel Poverty: Cowdenbeath and Kirkcaldy","1","House of Commons","To ask the Secretary of State for Energy Security and Net Zero, what proportion of households spent more than 10 percent of their household income on energy bills in Cowdenbeath and Kirkcaldy constituency in each of the last 10 years.","false","5240","http://data.parliament.uk/members/5240","Cowdenbeath and Kirkcaldy","Melanie Ward","547"
"http://data.parliament.uk/resources/1721833","Home Office","false","2024-07-22","<p>The trafficking of woman and girls for sexual exploitation is a truly horrific crime. We are determined to safeguard victims and to bring the ruthless perpetrators of this crime to justice.</p><p>We are working closely with law enforcement partners and the devolved administrations to tackle the drivers of trafficking for sexual exploitation, including through operational intensifications to target perpetrators and implementing the Online Safety Act 2023 so online companies fulfil their duty to eradicate this exploitation from their sites.</p><p>We are committed to making our streets safer by tackling the harm and exploitation associated with prostitution. This Government will work closely with the voluntary and community sector to ensure that those who want to leave are able to.</p><p>The Home Office is funding a three-year project by Changing Lives to tackle violence against women and girls online, which includes providing early intervention and support for women and girls at high risk of commercial online exploitation.</p>","Birmingham Yardley","Jess Phillips",,"2024-07-22T15:02:41.407Z","http://data.parliament.uk/resources/1721833/answer","Biography information for Jess Phillips","http://data.parliament.uk/members/4370","http://data.parliament.uk/resources/1721833/answer",,,"http://data.parliament.uk/resources/1721833/answer",,,,,"1","Home Office","Home Office","2024-07-17","Prostitution: Gower","1","House of Commons","To ask the Secretary of State for the Home Department, what steps her Department is taking to help reduce demand for trafficking for sexual exploitation in Gower constituency.","false","Biography information for Tonia Antoniazzi","http://data.parliament.uk/members/4623","Gower","Tonia Antoniazzi","548"
"http://data.parliament.uk/resources/1721838","Home Office","false","2024-07-22","<p>The trafficking of woman and girls for sexual exploitation is a truly horrific crime. We are determined to safeguard victims and to bring the ruthless perpetrators of this crime to justice.</p><p>We are working closely with law enforcement partners and the devolved administrations to tackle the drivers of trafficking for sexual exploitation, including through operational intensifications to target perpetrators and implementing the Online Safety Act 2023 so online companies fulfil their duty to eradicate this exploitation from their sites.</p><p>We are committed to making our streets safer by tackling the harm and exploitation associated with prostitution. This Government will work closely with the voluntary and community sector to ensure that those who want to leave are able to.</p><p>The Home Office is funding a three-year project by Changing Lives to tackle violence against women and girls online, which includes providing early intervention and support for women and girls at high risk of commercial online exploitation.</p>","Birmingham Yardley","Jess Phillips",,"2024-07-22T15:03:39.063Z","http://data.parliament.uk/resources/1721838/answer","Biography information for Jess Phillips","http://data.parliament.uk/members/4370","http://data.parliament.uk/resources/1721838/answer",,,"http://data.parliament.uk/resources/1721838/answer",,,,,"1","Home Office","Home Office","2024-07-17","Prostitution: Gower","1","House of Commons","To ask the Secretary of State for the Home Department, what support the Government is providing to help people in Gower exit prostitution.","false","Biography information for Tonia Antoniazzi","http://data.parliament.uk/members/4623","Gower","Tonia Antoniazzi","553"
